obs,time,elapsed,date,hhmmss,averaging,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
517,1652234305,1080.4,20220511 09:58:24,9:58:24,0,1652234305,0.001186251,1.186251196,4.881734708,400.091,283.1084937,28.49970708,40.2759951,0.073143443,3.019978157,0.072173351,0.045194431,23.94695882,26.47845257,25.9975,3.373759306,50.26194645,1.76138207,3.504404813,1.612377236,-52.31367775,104.786487,7.437335127,83.85710316,4.90728291,1.180060236,4.881734708,409.1868507,407.2009152,2.06E-05,66.83704872,1.186251196,17.0318495,17.49788022,1.58E-07,86.59541668,0,0,1,0,53224.74569,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,122.055771,4.881734708,#DIV/0!,0.039995935,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,144.787,122.055771,0.843002279,0.165394399,2,0.5,0: Broadleaf,2,TRUE,1652234305,400.091,402.242,17.4971,17.0335,395.471,17.2973,500.178,100.567,0.100086,26.6411,25.9975,999.9,0,0,9996.88,0,3.77546,144.787,0.899935,0.100065,0,1.4742,0,762.422,1398.16,38.437,42.687,40.812,41.687,39.125,130.3,14.49,0,1652234305,0,1.770180769,-0.625692291,-271.1027351,795.5815769,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-2.19902025,0.605003865,0.077467391,0,1.771171429,-0.289763734,0.144268921,1,0.47529875,-0.073705756,0.007198671,1,2,3,2月3日,100,100,4.62,0.1998,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,17.7,17.7,18,505.363,451.391,24.9998,28.5488,30.0001,28.5471,28.4302,19.2534,25.7198,64.0948,25,402.083,17.0272,87.6652,101.276
518,1652234307,1082.4,20220511 09:58:26,9:58:26,0,1652234307,0.001177463,1.177463462,4.853767474,400.122,282.9449765,28.48289481,40.27861875,0.072586393,3.021933023,0.071631525,0.044854448,23.57864333,26.47646072,25.9972,3.373699415,50.26266722,1.761179137,3.503950814,1.612520277,-51.92613865,104.5447714,7.415286088,83.61256212,4.807619888,1.171548082,4.853767474,409.2132379,407.2384121,3.51E-05,66.83704872,1.177463462,17.03232274,17.49494725,-2.92E-08,86.59541668,0,0,1,0,53285.47101,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,120.182958,4.853767474,#DIV/0!,0.040386487,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,142.566,120.182958,0.842998737,0.165387563,2,0.5,0: Broadleaf,2,TRUE,1652234307,400.122,402.232,17.4953,17.035,395.503,17.2956,500.131,100.566,0.0998438,26.6389,25.9972,999.9,0,0,10008.8,0,3.75768,142.566,0.900033,0.0999673,0,1.4792,0,750.159,1376.76,38.437,42.687,40.812,41.625,39.125,128.31,14.25,0,1652234307,0,1.756942308,-0.648324774,-272.5030767,784.6338077,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-2.18439,0.461614559,0.069298708,1,1.765890909,-0.11535141,0.145097529,1,0.472707275,-0.070242248,0.006843763,1,3,3,3月3日,100,100,4.619,0.1997,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,17.8,17.7,18,505.273,451.391,24.9998,28.55,30.0001,28.5474,28.4302,19.2534,25.7198,64.0948,25,402.075,17.0272,87.6643,101.276
519,1652234309,1084.4,20220511 09:58:28,9:58:28,0,1652234309,0.001176258,1.176258257,4.8373273,400.126,283.2337436,28.51174887,40.2787178,0.07253272,3.01818538,0.071578087,0.044821028,23.26382361,26.47277103,25.9945,3.373160432,50.26619748,1.761095396,3.503538132,1.612065036,-51.87298912,104.5290219,7.423200244,83.34305664,4.681507882,1.167983992,4.8373273,409.2201483,407.252103,1.78E-05,66.83704872,1.176258257,17.03303289,17.49518901,-7.79E-07,86.59541668,0,0,1,0,53170.13853,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,118.575657,4.8373273,#DIV/0!,0.040795281,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,140.659,118.575657,0.843000853,0.165391647,2,0.5,0: Broadleaf,2,TRUE,1652234309,400.126,402.185,17.4946,17.0357,395.507,17.2949,500.131,100.565,0.100085,26.6369,25.9945,999.9,0,0,9986.25,0,3.73032,140.659,0.899966,0.100034,0,1.7105,0,739.935,1358.31,38.437,42.687,40.812,41.687,39.125,126.59,14.07,0,1652234309,0,1.756308,0.067253857,-273.7580774,775.04668,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-2.165282,0.449219437,0.068414506,1,1.778315152,-0.177985067,0.159682949,1,0.47028635,-0.067854191,0.00660613,1,3,3,3月3日,100,100,4.619,0.1997,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,17.8,17.8,18,505.404,451.364,24.9998,28.5508,30.0002,28.5483,28.431,19.2508,25.7198,64.0948,25,402.04,17.0272,87.6642,101.275
520,1652234311,1086.4,20220511 09:58:30,9:58:30,0,1652234311,0.001171154,1.171153715,4.730615794,400.1,285.2202206,28.7119696,40.2764538,0.072287989,3.021933023,0.071340901,0.044672121,23.03057414,26.47071417,25.9865,3.371563888,50.27372626,1.761130977,3.503084231,1.610432911,-51.64787883,105.6037413,7.489838955,84.47627557,4.597369856,1.168481678,4.730615794,409.1558606,407.2317939,-1.30E-05,66.83704872,1.171153715,17.03482002,17.49487253,-4.19E-07,86.59541668,0,0,1,0,53286.21792,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,117.386244,4.730615794,#DIV/0!,0.040299575,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,139.248,117.386244,0.843001293,0.165392495,2,0.5,0: Broadleaf,2,TRUE,1652234311,400.1,402.125,17.4948,17.0358,395.481,17.2951,500.235,100.566,0.099968,26.6347,25.9865,999.9,0,0,10008.8,0,3.72074,139.248,0.899927,0.100073,0,1.6693,0,732.443,1344.67,38.437,42.687,40.812,41.625,39.125,125.31,13.93,0,1652234311,0,1.753704,-0.235415376,-273.6970001,764.2342,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-2.1402055,0.446710919,0.067357361,1,1.770802857,-0.239247963,0.157774071,1,0.46800205,-0.062857711,0.006111786,1,3,3,3月3日,100,100,4.619,0.1997,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,17.8,17.8,18,505.461,451.39,24.9998,28.5508,30.0002,28.5495,28.4322,19.2529,25.7198,64.0948,25,402.114,17.0272,87.6651,101.275
521,1652234313,1088.4,20220511 09:58:32,9:58:32,0,1652234313,0.001166208,1.166207872,4.593353958,400.096,287.8259016,28.97450128,40.27636845,0.071983261,3.024426947,0.071044848,0.044486324,22.75136255,26.46819032,25.9853,3.371324464,50.27662161,1.760993852,3.502609753,1.610330612,-51.42976714,105.5115352,7.476997465,84.31012806,4.583014259,1.162474845,4.593353958,409.0966448,407.2277273,-7.49E-06,66.83704872,1.166207872,17.03563187,17.4938989,-5.79E-08,86.59541668,0,0,1,0,53363.71948,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,115.966272,4.593353958,#DIV/0!,0.039609396,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,137.564,115.966272,0.842998691,0.165387475,2,0.5,0: Broadleaf,2,TRUE,1652234313,400.096,402.115,17.4933,17.0365,395.477,17.2937,500.061,100.567,0.0997611,26.6324,25.9853,999.9,0,0,10023.8,0,3.73853,137.564,0.900048,0.0999521,0,1.905,0,723.672,1328.45,38.437,42.687,40.75,41.625,39.125,123.81,13.75,0,1652234313,0,1.759719231,0.169131634,-271.720786,757.6593462,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-2.115908,0.35795167,0.057350545,1,1.764870588,-0.138664132,0.14924778,1,0.465949175,-0.058510233,0.005687998,1,3,3,3月3日,100,100,4.619,0.1996,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,17.9,17.8,18,505.37,451.41,24.9998,28.5518,30.0004,28.5498,28.4326,19.2522,25.7198,64.0948,25,402.115,17.0272,87.6656,101.274
522,1652234315,1090.4,20220511 09:58:34,9:58:34,0,1652234315,0.00116282,1.162820319,4.600955327,400.087,287.3446323,28.92610208,40.27553014,0.071767555,3.024624991,0.070834779,0.044354533,22.57121987,26.46662413,25.9853,3.371324464,50.27826483,1.760906212,3.502320968,1.610418252,-51.28037608,105.2901552,7.460768607,84.04176761,4.622453922,1.159596207,4.600955327,409.0969264,407.2251576,3.48E-07,66.83704872,1.162820319,17.03566695,17.49253407,-6.34E-08,86.59541668,0,0,1,0,53370.09241,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,115.045956,4.600955327,#DIV/0!,0.039992326,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,136.472,115.045956,0.84300044,0.165390848,2,0.5,0: Broadleaf,2,TRUE,1652234315,400.087,402.121,17.4924,17.0368,395.468,17.2927,500.137,100.567,0.0999303,26.631,25.9853,999.9,0,0,10025,0,3.78367,136.472,0.900013,0.0999874,0,1.5861,0,717.507,1317.9,38.437,42.687,40.75,41.625,39.125,122.83,13.65,0,1652234315,0,1.740336,0.120838474,-263.5973082,748.111,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-2.099134,0.353103715,0.055749786,1,1.750636364,0.130129818,0.146510312,1,0.4640906,-0.056307242,0.005484054,1,3,3,3月3日,100,100,4.619,0.1997,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,17.9,17.9,18,505.372,451.361,24.9998,28.553,30.0003,28.5501,28.4328,19.2538,25.7198,64.0948,25,402.212,17.0272,87.6655,101.274
523,1652234317,1092.4,20220511 09:58:36,9:58:36,0,1652234317,0.001159392,1.15939248,4.641632134,400.095,286.1713888,28.80804868,40.27641018,0.07157342,3.02173459,0.070644773,0.044235415,22.20681613,26.46415524,25.9832,3.370905506,50.28161543,1.760909477,3.50209408,1.609996029,-51.12920838,105.3524453,7.472203344,83.90225638,4.476116046,1.157381882,4.641632134,409.0901037,407.2019818,-1.31E-05,66.83704872,1.15939248,17.0366229,17.49211538,-3.51E-07,86.59541668,0,0,1,0,53280.96435,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,113.188044,4.641632134,#DIV/0!,0.041008149,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,134.268,113.188044,0.843000894,0.165391725,2,0.5,0: Broadleaf,2,TRUE,1652234317,400.095,402.07,17.4924,17.0377,395.476,17.2927,500.17,100.567,0.100117,26.6299,25.9832,999.9,0,0,10007.5,0,3.83839,134.268,0.89994,0.10006,0,1.5947,0,705.9,1296.59,38.375,42.687,40.75,41.625,39.125,120.83,13.43,0,1652234317,0,1.764432,0.513538468,-266.672077,737.30564,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-2.09001775,0.475896923,0.061185295,1,1.773573529,0.209908005,0.156145896,1,0.462349875,-0.053406248,0.005222244,1,3,3,3月3日,100,100,4.619,0.1997,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,17.9,17.9,18,505.305,451.371,24.9998,28.5533,30.0003,28.5513,28.434,19.2518,25.7198,64.0948,25,401.987,17.0272,87.6653,101.275
524,1652234319,1094.4,20220511 09:58:38,9:58:38,0,1652234319,0.001158181,1.158181028,4.44487857,400.125,290.5504008,29.24861899,40.27908288,0.071541364,3.01675185,0.070612033,0.044215011,21.93566762,26.46265007,25.978,3.369868284,50.27888231,1.760813761,3.50209408,1.609054523,-51.07578334,106.0244461,7.532089857,84.41642021,4.40575966,1.150927759,4.44487857,409.0455271,407.2371212,2.00E-05,66.83704872,1.158181028,17.03693225,17.49198352,-2.34E-07,86.59541668,0,0,1,0,53127.20303,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,111.802542,4.44487857,#DIV/0!,0.039756507,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,132.624,111.802542,0.843003845,0.165397421,2,0.5,0: Broadleaf,2,TRUE,1652234319,400.125,402.071,17.4916,17.0394,395.505,17.292,500.131,100.566,0.100249,26.6299,25.978,999.9,0,0,9977.5,0,3.889,132.624,0.899885,0.100115,0,1.7688,0,696.858,1280.69,38.375,42.687,40.75,41.625,39.125,119.35,13.28,0,1652234319,0,1.758938462,-0.046044438,-266.903316,730.5192308,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-2.076976,0.680853433,0.072238156,0,1.754164706,-0.00678614,0.173401976,1,0.4606946,-0.051409531,0.0050425,1,2,3,2月3日,100,100,4.62,0.1996,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,18,17.9,18,505.453,451.379,24.9998,28.5536,30.0002,28.5523,28.435,19.2506,25.7198,64.0948,25,402.059,17.0272,87.6648,101.275
525,1652234321,1096.4,20220511 09:58:40,9:58:40,0,1652234321,0.001154873,1.154872678,4.39412281,400.094,291.4741166,29.34189048,40.27635272,0.071403501,3.015731854,0.070477414,0.044130588,21.70318695,26.46130008,25.9698,3.36823323,50.27742688,1.760679832,3.501929079,1.607553398,-50.92988508,107.1917207,7.617246502,85.58226906,4.525548605,1.147564646,4.39412281,409.0319869,407.2445939,1.08E-05,66.83704872,1.154872678,17.03719664,17.49086703,1.18E-08,86.59541668,0,0,1,0,53095.93263,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,110.622615,4.39412281,#DIV/0!,0.039721741,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,131.225,110.622615,0.842999543,0.165389118,2,0.5,0: Broadleaf,2,TRUE,1652234321,400.094,402.087,17.4901,17.0393,395.474,17.2906,500.219,100.567,0.100225,26.6291,25.9698,999.9,0,0,9971.25,0,3.91225,131.225,0.900013,0.0999871,0,2.0822,0,689.383,1267.22,38.375,42.625,40.75,41.625,39.062,118.1,13.12,0,1652234321,0,1.773648,0.262230776,-263.749539,721.1812,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-2.05961625,0.770557036,0.077981474,0,1.751594286,0.105161556,0.169737574,1,0.459016875,-0.050412619,0.004949785,1,2,3,2月3日,100,100,4.62,0.1995,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,18,18,18,505.515,451.313,24.9998,28.5548,30.0003,28.5523,28.435,19.2522,25.7198,64.0948,25,402.13,17.0272,87.6643,101.275
526,1652234323,1098.4,20220511 09:58:42,9:58:42,0,1652234323,0.001146228,1.146228003,4.556535991,400.083,287.1277315,28.90483579,40.27591956,0.070904256,3.019699936,0.069992168,0.043826075,21.38451363,26.45956438,25.9649,3.367256516,50.28306713,1.760638836,3.501454738,1.60661768,-50.54865495,107.7560379,7.647009827,86.23890638,4.469777473,1.145965617,4.556535991,409.05539,407.2016121,-2.69E-05,66.83704872,1.146228003,17.03896751,17.48937143,-1.15E-07,86.59541668,0,0,1,0,53218.74251,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,108.995142,4.556535991,#DIV/0!,0.041804946,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,129.294,108.995142,0.84300232,0.165394478,2,0.5,0: Broadleaf,2,TRUE,1652234323,400.083,402.054,17.4894,17.0391,395.464,17.2899,500.077,100.569,0.0999101,26.6268,25.9649,999.9,0,0,9995,0,3.91636,129.294,0.899951,0.100049,0,2.1098,0,679.099,1248.56,38.375,42.687,40.75,41.625,39.062,116.36,12.94,0,1652234323,0,1.78104,0.565215393,-264.869,710.67104,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-2.04114975,0.681349531,0.07189088,0,1.762467647,0.241820681,0.179507868,1,0.457254325,-0.046339216,0.004527866,1,2,3,2月3日,100,100,4.619,0.1995,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,18,18,18,505.382,451.418,24.9998,28.5558,30.0003,28.5532,28.4358,19.2511,25.7198,64.0948,25,402.057,17.0272,87.6652,101.275
527,1652234325,1100.4,20220511 09:58:44,9:58:44,0,1652234325,0.001141643,1.141643355,4.429688966,400.109,289.5270811,29.1460941,40.27814781,0.070563683,3.019683488,0.069660271,0.043617874,21.11174422,26.45655848,25.9704,3.368352844,50.28855652,1.760561425,3.500918593,1.607791419,-50.34647196,106.4367938,7.553539117,84.75560516,4.302367611,1.140755216,4.429688966,409.0318812,407.2297091,1.29E-05,66.83704872,1.141643355,17.03966301,17.48821429,-2.95E-07,86.59541668,0,0,1,0,53218.67514,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,107.603499,4.429688966,#DIV/0!,0.041166774,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,127.643,107.603499,0.843003525,0.165396804,2,0.5,0: Broadleaf,2,TRUE,1652234325,400.109,402.012,17.4888,17.0406,395.49,17.2893,500.136,100.568,0.0999375,26.6242,25.9704,999.9,0,0,9995,0,3.93004,127.643,0.899895,0.100105,0,1.6745,0,669.567,1232.6,38.375,42.625,40.75,41.625,39.062,114.87,12.78,0,1652234325,0,1.786757692,0.533870092,-262.3346321,704.3860769,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-2.019125,0.574300863,0.062330319,0,1.78375,0.437333426,0.181594241,1,0.455578225,-0.042503809,0.004113681,1,2,3,2月3日,100,100,4.619,0.1995,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,18.1,18,18,505.346,451.528,24.9999,28.5558,30.0001,28.5544,28.437,19.2523,25.7198,64.0948,25,402.085,17.0272,87.6659,101.275
528,1652234327,1102.4,20220511 09:58:46,9:58:46,0,1652234327,0.001143324,1.143323971,4.323321519,400.137,292.159213,29.41075164,40.2805368,0.070704438,3.021321278,0.069797928,0.043704183,20.97010393,26.45290645,25.9655,3.367376101,50.29139906,1.760401711,3.500403138,1.60697439,-50.4205871,106.8854472,7.580985911,85.01594995,4.218459435,1.132713158,4.323321519,408.9960155,407.2372788,1.21E-05,66.83704872,1.143323971,17.03912513,17.4882956,-3.29E-07,86.59541668,0,0,1,0,53269.65789,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,106.887915,4.323321519,#DIV/0!,0.040447243,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,126.795,106.887915,0.84299787,0.16538589,2,0.5,0: Broadleaf,2,TRUE,1652234327,400.137,402.005,17.4874,17.0424,395.517,17.288,500.182,100.567,0.0998636,26.6217,25.9655,999.9,0,0,10005,0,3.93961,126.795,0.900054,0.0999464,0,1.546,0,665.569,1224.46,38.375,42.625,40.75,41.625,39.062,114.12,12.67,0,1652234327,0,1.777124,-0.340176914,-255.857308,695.24568,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-1.992888,0.500188593,0.052892936,0,1.775247059,0.086801243,0.176053827,1,0.454106375,-0.043155726,0.004172936,1,2,3,2月3日,100,100,4.62,0.1994,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,18.1,18.1,18,505.349,451.465,25,28.5567,30.0001,28.5547,28.4375,19.2473,25.7198,64.0948,25,401.817,16.9748,87.6659,101.275
529,1652234329,1104.4,20220511 09:58:48,9:58:48,0,1652234329,0.001137958,1.137957635,4.206946521,400.155,294.4171682,29.63773971,40.28192312,0.070409182,3.023981324,0.069510955,0.043524094,20.56427843,26.45097616,25.96,3.36628005,50.29038716,1.760252242,3.500176358,1.606027808,-50.1839317,107.6968789,7.631566171,85.70879177,4.302192312,1.127969768,4.206946521,408.9739388,407.2622788,1.57E-05,66.83704872,1.137957635,17.04011361,17.48723846,-1.37E-07,86.59541668,0,0,1,0,53352.02161,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,104.815428,4.206946521,#DIV/0!,0.040136711,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,124.336,104.815428,0.843001448,0.165392794,2,0.5,0: Broadleaf,2,TRUE,1652234329,400.155,402.056,17.4861,17.0429,395.535,17.2867,500.111,100.566,0.0997998,26.6206,25.96,999.9,0,0,10021.2,0,3.95739,124.336,0.899967,0.100033,0,1.5152,0,652.674,1200.69,38.375,42.625,40.75,41.625,39.062,111.9,12.44,0,1652234329,0,1.766484,-0.399784608,-261.6351539,684.4004,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-1.97267875,0.499568218,0.053008338,1,1.77648,-0.077854061,0.17108798,1,0.4525914,-0.04634051,0.00448323,1,3,3,3月3日,100,100,4.62,0.1994,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,18.1,18.1,18,505.413,451.437,24.9999,28.5579,30.0001,28.555,28.4382,19.2449,25.7198,63.7235,25,401.888,16.9656,87.6659,101.275
530,1652234331,1106.4,20220511 09:58:50,9:58:50,0,1652234331,0.001127778,1.127777792,4.269916003,400.136,291.9787986,29.39243001,40.28021702,0.069696811,3.015610899,0.068814136,0.043087208,20.47148635,26.4528815,25.9684,3.367954144,50.28745564,1.760180735,3.500238206,1.607773408,-49.73500065,106.0818937,7.53831957,84.35669893,4.363753102,1.131367905,4.269916003,409.0110346,407.2739333,9.24E-06,66.83704872,1.127777792,17.04185711,17.48494725,-7.00E-08,86.59541668,0,0,1,0,53093.63779,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,104.343258,4.269916003,#DIV/0!,0.04092182,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,123.776,104.343258,0.843000727,0.165391403,2,0.5,0: Broadleaf,2,TRUE,1652234331,400.136,402.062,17.4853,17.0408,395.517,17.2859,500.151,100.566,0.100316,26.6209,25.9684,999.9,0,0,9970.62,0,3.98475,123.776,0.899947,0.100053,0,1.6297,0,649.759,1195.27,38.312,42.625,40.75,41.562,39.062,111.39,12.38,0,1652234331,0,1.757057692,-0.558355551,-256.6142902,678.0883077,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-1.96084625,0.48442818,0.051841716,1,1.759641176,-0.140335897,0.173102817,1,0.45093955,-0.049741621,0.004816677,1,3,3,3月3日,100,100,4.619,0.1994,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,18.2,18.1,18,505.329,451.33,24.9999,28.5582,30.0001,28.5562,28.4395,19.2438,25.7198,63.7235,25,401.897,16.9552,87.6659,101.275
